UF,Municipios,IDH,PIB per capita,Produto Interno Bruto Anual (R$ 1.000),GINI
BA,Itirucu,"0,600",7483.30 ,94469.2,"0,5039"
BA,Itiuba,"0,544",7204.65 ,259821.17,"0,5698"
BA,Itororo,"0,594",10872.92 ,221535.82,"0,4639"
BA,Ituacu,"0,570",8462.80 ,159853.92,"0,5274"
BA,Itubera,"0,606",10492.33 ,298580.15,"0,5114"
BA,Iuiu,"0,591",8728.32 ,95740.95,"0,4716"
BA,Jaborandi,"0,613",78337.50 ,665555.42,"0,6354"
BA,Jacaraci,"0,593",6814.78 ,101090.38,"0,4762"
BA,Jacobina,"0,649",17237.46 ,1385788.37,"0,5537"
BA,Jaguaquara,"0,580",10120.10 ,548135.16,"0,5143"
BA,Jaguarari,"0,659",19288.82 ,643957.1,"0,6748"
BA,Jaguaripe,"0,556",9053.68 ,168289.82,"0,5592"
BA,Jandaira,"0,550",11335.37 ,121186.4,"0,5252"
BA,Jequie,"0,665",16887.27 ,2631036.4,"0,5659"
BA,Jeremoabo,"0,547",8080.34 ,325088.32,"0,5360"
BA,Jiquirica,"0,553",6879.14 ,99857.64,"0,5046"
BA,Jitauna,"0,575",14818.13 ,171001.2,"0,5129"
BA,Joao Dourado,"0,593",8412.70 ,210014.66,"0,5384"
BA,Juazeiro,"0,677",19032.14 ,4095393.84,"0,5723"
BA,Jucurucu,"0,541",10218.73 ,94748.06,"0,5610"
BA,Jussara,"0,571",6839.15 ,104686.94,"0,5237"
BA,Jussari,"0,567",9175.97 ,54156.59,"0,5263"
BA,Jussiape,"0,602",8771.05 ,56187.35,"0,4587"
BA,Lafaiete Coutinho,"0,599",10092.22 ,37916.46,"0,5143"
BA,Lagoa Real,"0,545",5790.81 ,90076.1,"0,4853"
BA,Laje,"0,586",9997.93 ,236331.16,"0,5141"
BA,Lajedao,"0,632",14859.12 ,58455.77,"0,5853"
BA,Lajedinho,"0,546",17002.83 ,64746.78,"0,5671"
BA,Lajedo do Tabocal,"0,584",7754.62 ,66270.95,"0,4713"
BA,Lamarao,"0,518",6142.62 ,51782.25,"0,5027"
BA,Lapao,"0,596",7624.63 ,207161.19,"0,5264"
BA,Lauro de Freitas,"0,754",33059.94 ,6449829.7,"0,6519"
BA,Lencois,"0,623",10749.56 ,121631.27,"0,6150"
BA,Licinio de Almeida,"0,621",8700.57 ,107939.31,"0,4544"
BA,Livramento de Nossa Senhora,"0,611",9930.90 ,450743.72,"0,5378"
BA,Luis Eduardo Magalhaes,"0,716",72967.01 ,6184172.78,"0,6337"
BA,Macajuba,"0,524",6456.98 ,73377.14,"0,5639"
BA,Macarani,"0,605",9005.25 ,167425.63,"0,4713"
BA,Macaubas,"0,609",7457.96 ,368974.87,"0,5604"
BA,Macurure,"0,604",5528.26 ,43463.21,"0,5467"
BA,Madre de Deus,"0,708",23019.15 ,477348.08,"0,5631"
BA,Maetinga,"0,538",12782.06 ,45721.42,"0,4607"
BA,Maiquinique,"0,576",10168.34 ,101846.13,"0,4703"
BA,Mairi,"0,572",7023.86 ,131718.4,"0,5096"
BA,Malhada,"0,562",8151.43 ,137188.59,"0,4913"
BA,Malhada de Pedras,"0,578",7382.54 ,62234.79,"0,4843"
BA,Manoel Vitorino,"0,566",10233.65 ,137100.2,"0,5144"
BA,Mansidao,"0,599",5620.97 ,76141.72,"0,5504"
BA,Maracas,"0,607",39669.93 ,844771.14,"0,5178"
BA,Maragogipe,"0,621",7429.63 ,331027.22,"0,5741"
BA,Marau,"0,593",11351.44 ,232908.93,"0,7130"
BA,Marcionilio Souza,"0,561",7384.67 ,77051.63,"0,5113"
BA,Mascote,"0,581",9338.70 ,130097.4,"0,6026"
BA,Mata de Sao Joao,"0,668",24684.00 ,1135809.63,"0,5866"
BA,Matina,"0,572",6127.39 ,74239.47,"0,4528"
BA,Medeiros Neto,"0,625",14560.93 ,329936.13,"0,5434"
BA,Miguel Calmon,"0,586",8294.65 ,216979.82,"0,5480"
BA,Milagres,"0,622",8592.64 ,94596.33,"0,4732"
BA,Mirangaba,"0,542",6388.68 ,116242.06,"0,5183"
BA,Mirante,"0,527",6633.66 ,58668.08,"0,5217"
BA,Monte Santo,"0,506",6863.25 ,340176.99,"0,5517"
BA,Morpara,"0,558",7447.74 ,63618.61,"0,5557"
BA,Morro do Chapeu,"0,588",10691.90 ,378311.48,"0,5165"
BA,Mortugaba,"0,618",7337.50 ,88277.49,"0,4789"
BA,Mucuge,"0,606",37229.67 ,344151.03,"0,5315"
BA,Mucuri,"0,665",59689.06 ,2460442.93,"0,5969"
BA,Mulungu do Morro,"0,566",34599.69 ,384540.93,"0,4952"
BA,Mundo Novo,"0,590",6060.56 ,161059.36,"0,6585"
BA,Muniz Ferreira,"0,617",6831.64 ,50547.34,"0,5203"
BA,Muquem do Sao Francisco,"0,549",12405.57 ,139934.8,"0,5495"
BA,Muritiba,"0,660",8531.90 ,250727.02,"0,5618"
BA,Mutuipe,"0,601",9973.26 ,220967.64,"0,6423"
BA,Nazare,"0,641",9208.88 ,262001.88,"0,5266"
BA,Nilo Pecanha,"0,547",9286.81 ,129216.7,"0,5530"
BA,Nordestina,"0,560",11129.00 ,145734.22,"0,5416"
BA,Nova Canaa,"0,545",7753.20 ,127547.95,"0,4810"
BA,Nova Fatima,"0,597",9892.11 ,77178.22,"0,4432"
BA,Nova Ibia,"0,570",11037.76 ,73191.42,"0,5635"
BA,Nova Itarana,"0,524",6216.44 ,50800.74,"0,5603"
BA,Nova Redencao,"0,567",5877.58 ,53574.1,"0,5095"
BA,Nova Soure,"0,555",8494.34 ,208051.88,"0,5786"
BA,Nova Vicosa,"0,654",11470.31 ,492649.63,"0,6230"
BA,Novo Horizonte,"0,597",6468.78 ,79184.3,"0,5762"
BA,Novo Triunfo,"0,554",5064.60 ,77893.62,"0,5197"
BA,Olindina,"0,559",7104.84 ,200015.52,"0,5967"
BA,Oliveira dos Brejinhos,"0,554",7826.44 ,170913.7,"0,5726"
BA,Ouricangas,"0,607",6484.99 ,55492.09,"0,4552"
BA,Ourolandia,"0,560",8917.15 ,155060.34,"0,5336"
BA,Palmas de Monte Alto,"0,586",7657.11 ,166182.23,"0,4936"
BA,Palmeiras,"0,643",8913.87 ,79877.2,"0,5834"
BA,Paramirim,"0,615",9665.33 ,207978.53,"0,5134"
BA,Paratinga,"0,590",6769.58 ,215631.28,"0,5547"
BA,Paripiranga,"0,577",9625.99 ,278730.23,"0,5911"
BA,Pau Brasil,"0,583",9120.44 ,91031.11,"0,5675"
BA,Paulo Afonso,"0,674",29723.43 ,3478057.21,"0,5885"
BA,Pe de Serra,"0,587",6962.06 ,94690.91,"0,4624"
BA,Pedrao,"0,588",5555.19 ,40541.78,"0,4753"
BA,Pedro Alexandre,"0,513",5636.83 ,98565.7,"0,5125"
BA,Piata,"0,571",7262.10 ,125409.25,"0,5569"
BA,Pilao Arcado,"0,506",6795.43 ,234347.06,"0,6016"
BA,Pindai,"0,603",11577.37 ,187947.09,"0,4513"
BA,Pindobacu,"0,577",6558.46 ,132507.17,"0,5145"
BA,Pintadas,"0,612",8194.33 ,85892.95,"0,4733"
BA,Pirai do Norte,"0,533",7954.22 ,79597.88,"0,4941"
BA,Piripa,"0,575",6219.44 ,68115.27,"0,4957"
BA,Piritiba,"0,578",6216.63 ,152543.61,"0,5264"
BA,Planaltino,"0,572",7307.62 ,67756.23,"0,5631"
BA,Planalto,"0,560",9127.41 ,238152.48,"0,4634"
BA,Pocoes,"0,604",10142.68 ,475306.2,"0,5527"
BA,Pojuca,"0,666",26557.29 ,1036929.22,"0,5250"
BA,Ponto Novo,"0,580",7544.35 ,113255.79,"0,5077"
BA,Porto Seguro,"0,676",21317.76 ,3125716.16,"0,5693"
BA,Potiragua,"0,625",11213.83 ,84653.24,"0,4947"
BA,Prado,"0,621",15773.03 ,444042.34,"0,5607"
BA,Presidente Dutra,"0,614",6667.59 ,100820.62,"0,5638"
BA,Presidente Janio Quadros,"0,542",6545.69 ,81853.84,"0,5548"
BA,Presidente Tancredo Neves,"0,559",9395.84 ,257652.67,"0,5517"
BA,Queimadas,"0,592",8027.25 ,204253.32,"0,4687"
BA,Quijingue,"0,544",6488.67 ,178652.69,"0,5833"
BA,Quixabeira,"0,578",6787.12 ,61016.2,"0,5053"
BA,Rafael Jambeiro,"0,564",13463.17 ,304402.19,"0,5031"
BA,Remanso,"0,579",8864.84 ,365231.33,"0,5465"
BA,Retirolandia,"0,636",8574.08 ,122566.48,"0,4753"
BA,Riachao das Neves,"0,578",43808.04 ,978802.93,"0,5434"
BA,Riachao do Jacuipe,"0,628",10660.01 ,356076.44,"0,4807"
BA,Riacho de Santana,"0,615",7195.92 ,253584.27,"0,4975"
BA,Ribeira do Amparo,"0,512",8719.36 ,129421.39,"0,5355"
BA,Ribeira do Pombal,"0,601",10613.52 ,562049.51,"0,5438"
BA,Ribeirao do Largo,"0,540",12765.84 ,80475.82,"0,4718"
BA,Rio de Contas,"0,605",9122.98 ,119036.63,"0,4930"
BA,Rio do Antonio,"0,576",6589.39 ,100745.2,"0,4950"
BA,Rio do Pires,"0,594",7072.50 ,82359.22,"0,4881"
BA,Rio Real,"0,572",21840.40 ,883990.33,"0,5379"
BA,Rodelas,"0,632",9752.43 ,89849.14,"0,5558"
BA,Ruy Barbosa,"0,610",9764.40 ,300421.41,"0,5127"
BA,Salinas da Margarida,"0,617",10704.28 ,165520.3,"0,5468"
BA,Salvador,"0,759",22232.68 ,63526092.49,"0,6449"
BA,Santa Barbara,"0,583",8147.30 ,168600.21,"0,5347"
BA,Santa Brigida,"0,546",6983.66 ,98385.82,"0,5546"
BA,Santa Cruz Cabralia,"0,654",15085.38 ,416748.8,"0,5875"
BA,Santa Cruz da Vitoria,"0,610",8602.41 ,54659.7,"0,5819"
BA,Santa Ines,"0,574",6534.75 ,69634.33,"0,5378"
BA,Santa Luzia,"0,556",7339.73 ,93588.95,"0,5830"
BA,Santa Maria da Vitoria,"0,614",11678.58 ,466208.91,"0,5475"
BA,Santa Rita de Cassia,"0,605",7985.64 ,225131.13,"0,6061"
BA,Santa Terezinha,"0,587",7106.75 ,73519.28,"0,5206"
BA,Santaluz,"0,598",10065.84 ,374026.46,"0,4999"
BA,Santana,"0,608",9418.19 ,249742.23,"0,5518"
BA,Santanopolis,"0,592",5688.40 ,50740.54,"0,5256"
BA,Santo Amaro,"0,646",13628.51 ,811059.7,"0,5690"
BA,Santo Antonio de Jesus,"0,700",21629.28 ,2176013.75,"0,5498"
BA,Santo Estevao,"0,626",13962.54 ,731818.85,"0,5755"
BA,Sao Desiderio,"0,579",109841.86 ,3645980.96,"0,5753"
BA,Sao Domingos,"0,640",7755.89 ,70128.8,"0,4570"
BA,Sao Felipe,"0,616",8870.08 ,186883.69,"0,5101"
BA,Sao Felix,"0,639",14138.21 ,208072.01,"0,4921"
BA,Sao Felix do Coribe,"0,639",13999.38 ,214330.55,"0,5058"
BA,Sao Francisco do Conde,"0,674",225290.31 ,8862470.31,"0,5198"
BA,Sao Gabriel,"0,592",6153.82 ,115679.43,"0,5181"
BA,Sao Goncalo dos Campos,"0,627",27516.55 ,1021937.2,"0,5681"
BA,Sao Jose da Vitoria,"0,546",8478.96 ,48414.88,"0,4606"
BA,Sao Jose do Jacuipe,"0,552",8366.76 ,87156.53,"0,4664"
BA,Sao Miguel das Matas,"0,593",11426.85 ,133065.65,"0,5213"
BA,Sao Sebastiao do Passe,"0,657",14504.51 ,640577.26,"0,5464"
BA,Sapeacu,"0,614",9473.63 ,164718.04,"0,5905"
BA,Satiro Dias,"0,527",10517.96 ,206614.71,"0,5448"
BA,Saubara,"0,617",11133.59 ,133358.16,"0,5005"
BA,Saude,"0,549",6536.81 ,84213.66,"0,5525"
BA,Seabra,"0,635",12018.57 ,528108.1,"0,5803"
BA,Sebastiao Laranjeiras,"0,615",7000.68 ,79464.71,"0,4635"
BA,Senhor do Bonfim,"0,666",11114.63 ,873476.43,"0,5833"
BA,Sento Se,"0,585",22558.77 ,918209.47,"0,5343"
BA,Serra do Ramalho,"0,595",8923.97 ,281390.64,"0,5467"
BA,Serra Dourada,"0,608",8231.80 ,143661.41,"0,5143"
BA,Serra Preta,"0,566",7524.19 ,113344.42,"0,4887"
BA,Serrinha,"0,634",10814.03 ,869566.78,"0,5228"
BA,Serrolandia,"0,590",6977.85 ,93133.34,"0,5098"
BA,Simoes Filho,"0,675",43740.28 ,5813345.83,"0,5258"
BA,Sitio do Mato,"0,564",7305.55 ,94716.47,"0,5956"
BA,Sitio do Quinto,"0,533",7430.46 ,76652.61,"0,5568"
BA,Sobradinho,"0,631",30335.78 ,691837.71,"0,5160"
BA,Souto Soares,"0,592",6873.05 ,116188.98,"0,5438"
BA,Tabocas do Brejo Velho,"0,584",12079.30 ,151196.62,"0,5410"
BA,Tanhacu,"0,577",8991.60 ,183572.52,"0,5083"
BA,Tanque Novo,"0,599",9531.18 ,164746.5,"0,5997"
BA,Tanquinho,"0,597",6797.37 ,53760.37,"0,4854"
BA,Taperoa,"0,566",8030.32 ,167745.42,"0,4917"
BA,Tapiramuta,"0,594",6432.60 ,109650.12,"0,6191"
BA,Teixeira de Freitas,"0,685",16319.99 ,2585821.3,"0,5408"
BA,Teodoro Sampaio,"0,594",9684.91 ,72569,"0,5642"
BA,Teofilandia,"0,566",7038.51 ,158218.6,"0,5475"
BA,Teolandia,"0,555",11399.35 ,169394.32,"0,4859"
BA,Terra Nova,"0,578",8907.66 ,115487.87,"0,4996"
BA,Tremedal,"0,528",6818.22 ,113237.05,"0,4865"
BA,Tucano,"0,579",8924.09 ,451273.51,"0,6614"
BA,Uaua,"0,605",7922.56 ,193991.92,"0,5777"
BA,Ubaira,"0,582",8477.56 ,168822.06,"0,5831"
BA,Ubaitaba,"0,611",11008.54 ,212189.66,"0,5619"
BA,Ubata,"0,593",7204.87 ,193054.53,"0,5356"
BA,Uibai,"0,617",6406.49 ,88947.72,"0,5371"
BA,Umburanas,"0,515",7899.70 ,150362.83,"0,5074"
BA,Una,"0,560",13415.79 ,261393.24,"0,5178"
BA,Urandi,"0,598",9687.00 ,161298.27,"0,5126"
BA,Urucuca,"0,616",11066.82 ,228308.59,"0,4949"
BA,Utinga,"0,590",8329.77 ,159081.87,"0,6253"
BA,Valenca,"0,623",15175.39 ,1454682.49,"0,5539"
BA,Valente,"0,637",8021.56 ,225646.48,"0,4983"
BA,Varzea da Roca,"0,539",6425.49 ,90515.86,"0,4997"
BA,Varzea do Poco,"0,575",9051.44 ,82639.63,"0,5129"
BA,Varzea Nova,"0,555",8308.48 ,106115.88,"0,4993"
BA,Varzedo,"0,586",11320.10 ,100692.32,"0,5237"
BA,Vera Cruz,"0,645",12650.04 ,540232.48,"0,4292"
BA,Vereda,"0,577",11485.52 ,71876.38,"0,4729"
BA,Vitoria da Conquista,"0,678",20761.05 ,7035609.62,"0,5588"
BA,Wagner,"0,587",7355.48 ,68751.63,"0,5262"
BA,Wanderley,"0,600",10371.85 ,127563.38,"0,5993"
BA,Wenceslau Guimaraes,"0,544",11512.21 ,244381.18,"0,4520"
BA,Xique-Xique,"0,585",8442.06 ,392049.48,"0,5678"
CE,Abaiara,"0,628",7360.50 ,85845.52,"0,4880"
CE,Acarape,"0,606",8075.56 ,124355.6,"0,4331"
CE,Acarau,"0,601",8932.85 ,558812.22,"0,6087"
CE,Acopiara,"0,595",7038.21 ,379577.62,"0,5802"
CE,Aiuaba,"0,569",6424.51 ,111163.37,"0,5297"
CE,Alcantaras,"0,600",6506.65 ,75015.17,"0,4651"
CE,Altaneira,"0,602",6606.64 ,49688.53,"0,5538"
CE,Alto Santo,"0,601",8908.98 ,152307.86,"0,4819"
CE,Amontada,"0,606",10090.68 ,435221.27,"0,5633"
CE,Antonina do Norte,"0,599",7290.20 ,53422.57,"0,5134"
CE,Apuiares,"0,618",6805.10 ,100810.78,"0,5430"
CE,Aquiraz,"0,641",24630.33 ,1959662.62,"0,4980"
CE,Aracati,"0,655",15210.71 ,1126870.28,"0,5416"
CE,Aracoiaba,"0,615",7457.75 ,197160.56,"0,5175"
CE,Ararenda,"0,590",7162.31 ,78076.36,"0,5392"
CE,Araripe,"0,564",6724.70 ,144917.27,"0,5594"
CE,Aratuba,"0,622",11444.89 ,129853.77,"0,4877"
CE,Arneiroz,"0,618",6907.11 ,54124.12,"0,5309"
CE,Assare,"0,600",6947.09 ,162680.07,"0,5933"
CE,Aurora,"0,605",7511.26 ,185520.59,"0,5275"
CE,Baixio,"0,627",9141.29 ,57334.19,"0,4599"
CE,Banabuiu,"0,606",8874.99 ,161090.02,"0,5622"
CE,Barbalha,"0,683",14320.84 ,861470.24,"0,5168"
CE,Barreira,"0,616",6958.94 ,155615.77,"0,5060"
CE,Barro,"0,599",7674.21 ,173383.41,"0,5106"
CE,Barroquinha,"0,571",6662.58 ,99865.41,"0,5536"
CE,Baturite,"0,619",9114.77 ,324257.79,"0,4816"
CE,Beberibe,"0,638",13744.68 ,734254.37,"0,5606"
CE,Bela Cruz,"0,623",7322.64 ,238666.86,"0,5518"
CE,Boa Viagem,"0,598",7031.15 ,382775.6,"0,5926"
CE,Brejo Santo,"0,647",10248.61 ,503298.78,"0,5351"
CE,Camocim,"0,620",9005.04 ,570991.34,"0,5712"
CE,Campos Sales,"0,630",6896.85 ,189035.7,"0,5898"
CE,Caninde,"0,612",8106.88 ,632734.18,"0,5962"
CE,Capistrano,"0,611",9827.07 ,174853.12,"0,5627"
CE,Caridade,"0,592",5631.24 ,126291.91,"0,5244"
CE,Carire,"0,596",8062.68 ,151594.56,"0,5420"
CE,Caririacu,"0,578",7476.01 ,202562.48,"0,5175"
CE,Carius,"0,597",7267.16 ,137712.77,"0,5277"
CE,Carnaubal,"0,593",6609.89 ,117305.64,"0,5351"
CE,Cascavel,"0,646",10317.32 ,737677.98,"0,4893"
CE,Catarina,"0,618",5797.02 ,119198.39,"0,5174"
CE,Catunda,"0,609",7723.10 ,80605.95,"0,5434"
CE,Caucaia,"0,682",13944.16 ,5075423.72,"0,4931"
CE,Cedro,"0,627",7130.37 ,180034.68,"0,5685"
CE,Chaval,"0,586",6202.22 ,80920.36,"0,5062"
CE,Choro,"0,585",5914.35 ,79701.78,"0,5793"
CE,Chorozinho,"0,604",18237.69 ,352808.14,"0,5027"
CE,Coreau,"0,610",6233.80 ,144985.68,"0,5130"
CE,Crateus,"0,644",9105.67 ,682761.37,"0,6094"
CE,Crato,"0,713",10262.41 ,1348193.76,"0,5746"
CE,Croata,"0,590",7696.46 ,138490.11,"0,5864"
CE,Cruz,"0,632",8946.00 ,215875.84,"0,5856"
CE,Deputado Irapuan Pinheiro,"0,609",6413.75 ,61475.82,"0,5086"
CE,Erere,"0,610",6983.79 ,50360.14,"0,4701"
CE,Eusebio,"0,701",46830.08 ,2476374.74,"0,6613"
CE,Farias Brito,"0,633",8195.13 ,154740.52,"0,5529"
CE,Forquilha,"0,644",7698.67 ,186069.1,"0,4714"
CE,Fortaleza,"0,754",25356.73 ,67024088.2,"0,6267"
CE,Fortim,"0,624",9806.29 ,160401.49,"0,5124"
CE,Frecheirinha,"0,604",18393.96 ,253064.09,"0,5283"
CE,General Sampaio,"0,568",8336.85 ,57991.12,"0,5155"
CE,Graca,"0,570",6616.29 ,102043.01,"0,5588"
CE,Granja,"0,559",6692.40 ,366268.3,"0,6260"
CE,Granjeiro,"0,585",9503.61 ,42471.65,"0,5064"
CE,Groairas,"0,633",7025.19 ,77811,"0,4701"
CE,Guaiuba,"0,617",7684.11 ,203413.72,"0,4833"
CE,Guaraciaba do Norte,"0,609",11978.47 ,475701.07,"0,5199"
CE,Guaramiranga,"0,637",16087.25 ,57833.68,"0,4719"
CE,Hidrolandia,"0,597",7036.69 ,143210.77,"0,5109"
CE,Horizonte,"0,658",25783.29 ,1704636.41,"0,4283"
CE,Ibaretama,"0,577",7090.65 ,94426.22,"0,5512"
CE,Ibiapina,"0,608",11277.09 ,281870.77,"0,4776"
CE,Ibicuitinga,"0,606",7109.47 ,88292.52,"0,5289"
CE,Icapui,"0,616",17060.80 ,337872.07,"0,4796"
CE,Ico,"0,606",8126.78 ,552393.6,"0,5612"
CE,Iguatu,"0,677",15624.21 ,1613277.87,"0,5522"
CE,Independencia,"0,632",8950.81 ,234224.87,"0,5630"
CE,Ipaporanga,"0,579",6478.06 ,75061.32,"0,5534"
CE,Ipaumirim,"0,606",9122.59 ,113475.84,"0,6376"
CE,Ipu,"0,618",9341.60 ,391160.89,"0,5648"
CE,Ipueiras,"0,573",6430.39 ,245673.08,"0,4313"
CE,Iracema,"0,652",9756.96 ,138812.23,"0,6310"
CE,Iraucuba,"0,605",6665.39 ,159989.35,"0,6235"
CE,Itaicaba,"0,656",8245.31 ,64206.23,"0,4446"
CE,Itaitinga,"0,626",17804.80 ,703610.01,"0,5104"
CE,Itapaje,"0,623",10664.27 ,557101.66,"0,5408"
CE,Itapipoca,"0,640",12863.49 ,1648263.61,"0,5617"
CE,Itapiuna,"0,604",6523.57 ,131339.11,"0,5011"
CE,Itarema,"0,606",17804.20 ,737895.25,"0,5312"
CE,Itatira,"0,562",5888.14 ,122390.84,"0,5415"
CE,Jaguaretama,"0,612",8548.15 ,154738.54,"0,5695"
CE,Jaguaribara,"0,618",11343.44 ,128850.15,"0,4587"
CE,Jaguaribe,"0,621",16763.71 ,582186.88,"0,5429"
CE,Jaguaruana,"0,624",11683.11 ,396840.2,"0,4723"
CE,Jardim,"0,614",7529.39 ,205431.77,"0,5305"
CE,Jati,"0,651",12184.14 ,96279.06,"0,4995"
CE,Jijoca de Jericoacoara,"0,652",17740.75 ,347488.11,"0,5934"
CE,Juazeiro do Norte,"0,694",17725.62 ,4820056.16,"0,5488"
CE,Jucas,"0,598",9024.13 ,223554.71,"0,4965"
CE,Lavras da Mangabeira,"0,613",8139.37 ,257074,"0,5868"
CE,Limoeiro do Norte,"0,682",15961.09 ,946141.5,"0,5055"
CE,Madalena,"0,610",6435.63 ,128107.56,"0,5793"
CE,Maracanau,"0,686",46240.54 ,10456281.75,"0,4423"
CE,Maranguape,"0,659",11788.59 ,1498306.07,"0,4666"
CE,Marco,"0,612",11895.32 ,322684.31,"0,5410"
CE,Martinopole,"0,599",6793.18 ,75696.39,"0,6002"
CE,Massape,"0,616",7143.58 ,274484.96,"0,4731"
CE,Mauriti,"0,605",8624.33 ,404084.25,"0,5618"
CE,Meruoca,"0,618",6681.85 ,100428.17,"0,4733"
CE,Milagres,"0,628",7955.64 ,226465.15,"0,5250"
CE,Milha,"0,626",9674.79 ,128103.92,"0,5415"
CE,Miraima,"0,592",6253.17 ,85474.61,"0,6448"
CE,Missao Velha,"0,622",13585.53 ,484487.3,"0,5758"
CE,Mombaca,"0,582",7369.18 ,324685.92,"0,5406"
CE,Monsenhor Tabosa,"0,610",7436.65 ,127664.94,"0,5577"
CE,Morada Nova,"0,610",15430.56 ,957759.65,"0,5264"
CE,Moraujo,"0,581",7141.58 ,62053.18,"0,5212"
CE,Morrinhos,"0,588",6198.22 ,138555.06,"0,5457"
CE,Mucambo,"0,607",6687.03 ,96861.66,"0,5965"
CE,Mulungu,"0,607",9079.87 ,117057.65,"0,5653"
CE,Nova Olinda,"0,625",8311.80 ,128999.12,"0,5329"
CE,Nova Russas,"0,614",8305.82 ,267962.3,"0,5097"
CE,Novo Oriente,"0,605",7018.68 ,200432.39,"0,6104"
CE,Ocara,"0,594",6918.38 ,176813.1,"0,5326"
CE,Oros,"0,636",8000.89 ,171787.05,"0,4938"
CE,Pacajus,"0,659",16046.29 ,1142383.27,"0,4786"
CE,Pacatuba,"0,675",14015.57 ,1165492.89,"0,4652"
CE,Pacoti,"0,635",8863.39 ,106768.4,"0,5105"
CE,Pacuja,"0,621",7559.43 ,47216.18,"0,5018"
CE,Palhano,"0,638",8245.56 ,77079.51,"0,4700"
CE,Palmacia,"0,622",7017.58 ,92730.35,"0,6364"
CE,Paracuru,"0,637",14316.98 ,488165.93,"0,5525"
CE,Paraipaba,"0,634",11941.70 ,390493.6,"0,5116"
CE,Parambu,"0,570",6709.78 ,210673.79,"0,5352"
CE,Paramoti,"0,583",7997.84 ,93286.81,"0,5286"
CE,Pedra Branca,"0,603",6723.40 ,290181.92,"0,5153"
CE,Penaforte,"0,646",23504.33 ,211773.97,"0,4578"
CE,Pentecoste,"0,629",10924.95 ,407784.54,"0,5740"
CE,Pereiro,"0,601",18931.91 ,308230.45,"0,5471"
CE,Pindoretama,"0,636",11747.62 ,243739.62,"0,4587"
CE,Piquet Carneiro,"0,600",7262.42 ,122204.72,"0,5257"
CE,Pires Ferreira,"0,591",5351.75 ,58082.54,"0,5198"
CE,Poranga,"0,581",6103.61 ,75281.92,"0,5500"
CE,Porteiras,"0,622",9841.90 ,148091.11,"0,4995"
CE,Potengi,"0,562",7955.50 ,87399.17,"0,5844"
CE,Potiretama,"0,604",8804.47 ,56348.58,"0,4975"
CE,Quiterianopolis,"0,594",6913.59 ,145185.41,"0,5570"
CE,Quixada,"0,659",11927.82 ,1039103.72,"0,5434"
CE,Quixelo,"0,591",7905.03 ,118464.81,"0,5141"
CE,Quixeramobim,"0,642",13420.15 ,1061279.02,"0,5663"
CE,Quixere,"0,622",19154.79 ,421558.68,"0,4486"
CE,Redencao,"0,626",16423.12 ,453820.17,"0,5370"
CE,Reriutaba,"0,601",9859.88 ,186795.39,"0,6025"
CE,Russas,"0,674",14304.44 ,1099782.71,"0,4696"
CE,Saboeiro,"0,575",8035.33 ,127022.54,"0,5506"
CE,Salitre,"0,540",6602.19 ,108506.98,"0,4896"
CE,Santa Quiteria,"0,616",10095.69 ,441131.08,"0,5679"
CE,Santana do Acarau,"0,587",6705.45 ,216022.76,"0,6886"
CE,Santana do Cariri,"0,612",6921.76 ,121975.28,"0,5672"
CE,Sao Benedito,"0,611",10796.05 ,506863.61,"0,5182"
CE,Sao Goncalo do Amarante,"0,665",87086.02 ,4225065.37,"0,5203"
CE,Sao Joao do Jaguaribe,"0,654",11662.20 ,89694,"0,5110"
CE,Sao Luis do Curu,"0,620",8042.90 ,104059.06,"0,5233"
CE,Senador Pompeu,"0,619",11443.71 ,305135.02,"0,5179"
CE,Senador Sa,"0,603",6992.89 ,52817.33,"0,5264"
CE,Sobral,"0,714",23104.70 ,4774446.82,"0,5702"
CE,Solonopole,"0,625",10514.05 ,192312.49,"0,5169"
CE,Tabuleiro do Norte,"0,645",10276.06 ,315423.74,"0,5413"
CE,Tamboril,"0,580",7947.74 ,204503.28,"0,5287"
CE,Tarrafas,"0,576",6788.95 ,60598.17,"0,5462"
CE,Taua,"0,633",10253.80 ,600021.83,"0,5776"
CE,Tejucuoca,"0,584",5555.49 ,105543.2,"0,5202"
CE,Tiangua,"0,657",17463.86 ,1312234.58,"0,6125"
CE,Trairi,"0,606",14855.42 ,824995.78,"0,5561"
CE,Tururu,"0,606",6539.47 ,104729.56,"0,5466"
CE,Ubajara,"0,648",16719.18 ,577313.23,"0,5441"
CE,Umari,"0,591",6863.11 ,53045.01,"0,5558"
CE,Umirim,"0,587",7754.01 ,153614.66,"0,5384"
CE,Uruburetama,"0,639",16358.24 ,355382.67,"0,5499"
CE,Uruoca,"0,566",12289.43 ,169139.36,"0,5383"
CE,Varjota,"0,611",14244.64 ,261645.51,"0,5346"
CE,Varzea Alegre,"0,629",8756.89 ,356440.27,"0,5434"
CE,Vicosa do Ceara,"0,571",7202.63 ,434714.67,"0,6023"
DF,Brasilia,"0,824",85661.39 ,254817204.7,"0,6370"
ES,Afonso Claudio,"0,667",15115.94 ,464361.78,"0,5101"
ES,Agua Doce do Norte,"0,652",12516.19 ,139317.73,"0,4892"
ES,Aguia Branca,"0,678",18595.37 ,179501.07,"0,5275"
ES,Alegre,"0,721",16201.29 ,495241.01,"0,5291"
